"Region","Country ","Country Full Name","company","Sector Focus","Description","City","Website"
"Americas","GRD","Grenada","Eastern Caribbean Central Bank (ECCB)","Financial sector regulation","Regional central bank overseeing bank supervision and financial sector stability across OECS, including Grenada. ","Basseterre","eccb-centralbank.org"
"Americas","GTM","Guatemala","Banco de América Central (BAC-GT)","SME, value chain financing","Senior loan from IDB Invest supporting supply-chain investors and SMEs with advisory services","Guatemala City","bacgt.com  "
"Americas","GTM","Guatemala","Banco Agromercantil (BAM)","SME working capital","IFC-backed financing helping micro, small, and medium enterprises maintain operations during COVID. ","Guatemala City","bam.com.gt  "
"Americas","GTM","Guatemala","Banco G&T Continental","Climate-smart SME & housing finance","IFC support to launch climate finance and expand access to SME and housing loans. ","Guatemala City","gtcontinental.com.gt  "
"Americas","GTM","Guatemala","Banrural (Banco de Desarrollo Rural)","Rural, agri SMEs","Mixed-cap bank focused on rural development; backed by cooperatives, NGOs, and multilateral partners. ","","banrural.com.gt  "
"Americas","GTM","Guatemala","COFINSA (Financiera Consolidada, CMI group)","MSME financing, women entrepreneurs","CABEI financing for MSME loans with gender-targeted products and advisory support","Guatemala City","cofinsa.com.gt  "
"Americas","GTM","Guatemala","PeopleFund (VC/Angel)","Tech startups","Active Guatemalan startup investor with multiple investments; founded by serial entrepreneur Matías de Tezanos","Guatemala City"," "
"Americas","GTM","Guatemala","Cap Tables from Shizune (various VCs/Angels)","Angel & VC investments","Includes PeopleFund, Opes Impact Fund, Cacao Capital, FMO, Wayra, Acumen, SOSV, etc","Guatemala City","shizune.co"
"Americas","GTM","Guatemala","Mercado Global (Non-profit Social Enterprise)","Artisan microloans, business training","Provides microloans and business training to indigenous women artisan cooperatives. ","Panajachel","mercadoglobal.org"
"Americas","GTM","Guatemala","Campus TEC Guatemala (Technology Park)","Startup incubation, ICT, export-oriented","First tech park in Central America housing tech firms and offering incubation. ","Guatemala City","tec.gt"
"Africa","GIN","Guinea","Vista Bank Guinée","SME & meso‑finance (esp. agri, women)","Line of credit to support ~2,000 corporate clients (~80% SMEs); focus on agri SMEs, women entrepreneurs, trade finance, advisory services","Conakry","vistabankgroup.com"
"Africa","GIN","Guinea","BCI Guinée (formerly Société Générale Guinée)","Micro-credit, mobile payments, SME upgrading","Supporting SME/SMI development, expanding electronic payments and leveraging international credit lines","Conakry","bci-banque.com"
"Africa","GIN","Guinea","Coris Bank Guinée (with IFC)","Trade finance, MSME support","IFC works with Coris Bank to facilitate trade and MSME financing as part of regional risk sharing. ","Conakry"," "
"Africa","GIN","Guinea","IFC regional SME Linkages Project","Supply chain finance, MSME-capacity","Program to link SMEs with large buyers and financial institutions, including regulatory support for innovative SME services","","ifc.org"
"Africa","GIN","Guinea","World Bank MSME Development Project (closed)","SME training, support centers","Financed two MSME support centers, business registration reforms, and training, especially in agribusiness, light manufacturing, and mining support","Conakry","worldbank.org"
"Africa","GIN","Guinea","Wakili (by Entrepreneurs du Monde)","Social microfinance","Provides collateral-free microloans, savings accounts, and business/agricultural support to poorest micro-entrepreneurs","Conakry","entrepreneursdumonde.org"
"Africa","GIN","Guinea","Ministry of Trade, Industry & SMEs (APIP)","Policy & investment promotion","Government ministry responsible for SME policy and private investment facilitation. ","Conakry","–"
"Africa","GNB","Guinea-Bissau","Bank of Africa (Banco da África Ocidental – BAO)","SME financing, women-owned SMEs","IFC supports BOA Group with a US $77M risk-sharing arrangement to expand SME lending, including in fragile markets. ","Bissau"," "
"Africa","GNB","Guinea-Bissau","Ecobank Guinée-Bissau","Commercial banking, SME services","Part of Ecobank network providing basic banking including to businesses but limited formal SME credit. ","Bissau","ecobank.com"
"Africa","GNB","Guinea-Bissau","Coris Bank Guinée-Bissau","Trade finance, MSME support","Coris Bank operates a Bissau branch; IFC supports regional trade finance programs that benefit MSMEs","Bissau"," "
"Africa","GNB","Guinea-Bissau","Réseau de Microfinance / MFI sector","Microfinance","Microfinance institutions are nearly non-existent and underdeveloped; banking dominates the sector","Bissau"," "
"Africa","GNB","Guinea-Bissau","West African Development Bank (BOAD) via OPEC Fund","SME & green energy financing","OPEC Fund extended €50M to BOAD for SME and green project financing across WAEMU, including Guinea-Bissau"," ","boad.org  "
"Africa","GNB","Guinea-Bissau","National Financial Inclusion Strategy (NFIS)","Policy & digital payments","Government-led strategy to diversify financial services and promote inclusion (e.g. mobile money reforms)",""," "
"Africa","GNB","Guinea-Bissau","BCEAO (Central Bank of WAEMU)","Regulation & banking supervision","Guinea-Bissau shares currency and banking regulation with WAEMU via BCEAO"," ","bceao.int  "
"Africa","GNQ","Equatorial Guinea","Banque Nationale de Guinée Équatoriale (BANGE) – Guarantee Fund","SME credit support via guarantees","Government-backed pilot fund where BANGE covers 40% of SME loan defaults to stimulate entrepreneurial credit","Malabo"," "
"Africa","GNQ","Equatorial Guinea","African Development Bank + UNDP Technical Assistance","MSME institutional support","Multi-sector program focusing on agriculture, fisheries, transport, tourism, ICT strengthening technical services for youth/women-led SMEs","Malabo"," "
"Africa","GNQ","Equatorial Guinea","Development Bank of Central African States (BDEAC)","Infrastructure / Economic Enablement","Provided €122M funding for the Sendje hydroelectric project expected to expand electricity access and facilitate economic activity. ","Malabo/Bata"," "
"Africa","GNQ","Equatorial Guinea","Investment Regime – Law No. 7/1992 & amendments","Private sector incentives","Government legal regime offering investment incentives and guarantees to encourage private-sector participation","Malabo"," "
"Africa","GNQ","Equatorial Guinea","Ecobank + African Guarantee Fund (AGF)","SME financing, gender & green","AGF-backed facility enhances Ecobank's SME lending, with special coverage for women-led and green transactions","Malabo","ecobank.com"
"Africa","GNQ","Equatorial Guinea","Government: Digital Economy Strategy + World Bank Report","Digital finance & MSMEs","Digital transformation strategy to foster inclusive finance, digital skills, and MSME access through national digital platforms. ","Malabo"," "
"Americas","GUY","Guyana","Small Business Bureau (SBB) – Credit Guarantee","SME credit guarantees, incubation","Government bureau guaranteeing small business loans; supports first/second-time borrowers; also runs incubators and green business funds","Georgetown","sbb.gov.gy"
"Americas","GUY","Guyana","Guyana Bank for Trade & Industry (GBTI)","Trade finance for SMEs","Indigenous bank included in IDB Invest's Trade Finance Program to expand SME access to global trade products","Georgetown"," "
"Americas","GUY","Guyana","Republic Bank (Guyana) Limited","SME lending, advisory tools","Largest private bank, offering working capital and asset financing to SMEs, with tools like SME Toolkit","","republicguyana.com"
"Americas","GUY","Guyana","Demerara Bank","SME trade finance","Participating Financial Institution in IDB's Trade Finance Facility supporting agriculture and mining SMEs","Georgetown"," "
"Americas","GUY","Guyana","Inter-American Development Bank (IDB)","SME training, incubation, trade finance","MIF project supporting micro-mature to SMEs via financial literacy and business coaching. Also supports trade finance lines","","iadb.org"
"Americas","GUY","Guyana","Bank of Guyana","Macroeconomic stability, infrastructure","Central bank overseeing monetary policy, national payments modernization, and managing the country’s Sovereign Wealth Fund. ","Georgetown","bankofguyana.org.gy"
"Americas","HTI","Haiti","Sogesol (Sogebank’s microfinance arm)","Microfinance, agribusiness SMEs","IFC supports Sogesol under the Small Loan Guarantee Program to expand SME and agribusiness lending.","Port-au-Prince","sogebank.com"
"Americas","HTI","Haiti","Ayiti Leasing (via IDA/PSW & IFC)","Equipment leasing for SMEs","Haiti’s first SME-focused leasing company; enabling acquisition of equipment with no collateral.",""," "
"Americas","HTI","Haiti","HIFIVE (USAID-supported)","Value-chain MSME finance","Expanded financial product access to rural SMEs via credit unions, MFIs, mobile payments, etc.","Rural  "," "
"Americas","HTI","Haiti","IDB – Haiti Social Investment Fund","SME credit, guarantees, training","A revolving fund to enhance SME credit access (US$10k–150k), provide guarantees, and deliver business development services.",""," "
"Americas","HTI","Haiti","IDB – Business Development Services Grant","BDS, credit readiness","Provided training and business development support to MSMEs and financial institutions to improve credit access, plus a $35M guarantee facility.","","idb.org"
"Americas","HTI","Haiti","Fonkoze (Foundation + Financial Services)","Microfinance, rural women entrepreneurs","Haiti’s largest MFI, offering loans, savings, health, literacy and ultra-poverty programs across 44 branches.","","fonkoze.org"
"Americas","HTI","Haiti","Guyler Del Valle / Haiti INVEST","Investment matching for SMEs","USAID-supported platform helping connect SMEs with potential investors (PE, VC funds, diaspora, etc.).",""," "
"Americas","HTI","Haiti","IDB Invest & IFC – Solengy deal","Clean energy SME (solar)","Multi-lender structured facility backing Solengy, a Haitian SME delivering solar energy systems with financing options.",""," "
"Americas","HTI","Haiti","Central Bank of Haiti (BRH)","Financial inclusion, stability","Oversees national financial inclusion, promotes microfinance regulation, leads digital payment modernization (Maya Declaration).","Port-au-Prince","brh.ht"
"Americas","HND","Honduras","BANADESA (National Bank for Agricultural Development)","Agri-SME credit","State-owned development bank offering lending to agricultural entrepreneurs and rural SMEs","Tegucigalpa","banadesa.hn"
"Americas","HND","Honduras","IDB Invest – BAC Honduras Trade Finance Facility","Trade finance for SMEs","First IDB Invest partnership with BAC Honduras under its Trade Finance Facilitation Program to expand SME trade liquidity","Tegucigalpa"," "
"Americas","HND","Honduras","OPEC Fund – Banco Ficohsa SME On-lending","SME credit – agri, manufacturing, textiles","On-lending facility provided by the OPEC Fund to support SMEs in key sectors, post-pandemic and hurricanes","Tegucigalpa"," "
"Americas","HND","Honduras","IFC – Banpais Working Capital Facility via WCS Envelope","SME and WSME working capital","IFC loan supporting Banpais to extend working capital to small and women-run businesses during post-crisis recovery","Tegucigalpa","banpais.hn  "
"Americas","HND","Honduras","National Financial Inclusion Strategy 2025–2030 (CNBS)","Digital finance, SME inclusion, green finance","National roadmap focusing on digital transformation, gender balance, consumer protection, MSME finance access, and inclusive green finance","Tegucigalpa","cnbs.gob.hn  "
"Europe","HUN","Hungary","Hungarian Development Bank (MFB)","Development & SME funding","Government-owned development bank facilitating long-term financing, EU funds, green bonds, and fund-of-funds investments","Budapest","mfb.hu"
"Europe","HUN","Hungary","MBH Bank (Magyar Bankholding)","SME & micro-enterprise lending, leasing, investment banking","Largest Hungarian-owned bank, formed from merger of MKB, Takarékbank & Budapest Bank; strong SME and leasing focus. ","Budapest","mbhbank.com"
"Europe","HUN","Hungary","EIB Group","SME finance, green infrastructure","EIB Group financed SMEs and mid-cap companies; further support in green infrastructure","","eib.org"
